series_id,series_label,fan_source,scenario_name,FY,period,central,p10,p25,p75,p90,lower50,upper50,lower80,upper80,unit,method,source_file,model_id,horizon_scope,interpretation,fed_path,fan_segment
ped_vkt_per_capita,PED VKT per capita,Current finalist backtest error,current_basecase,2026,FY2026,6169.513389534369,-0.03672654000327722,-0.03451811916315908,0.0029096585416977794,0.00774403547464304,5956.553391175717,6187.464566866347,5942.92850923288,6217.290320084207,km/person,empirical_current_finalist_annual_backtest_error,data/dashboard_evidence_pack/data/annual_predictions.parquet; data/current_revenue_outlook/revenue_chart_rows.csv,PED__VNEXT_SOLVED_CONVEX_TOP2,annual_backtest_residuals_all_available_origins,PED finalist backtest residuals mapped directly to PED VKT per capita. Empirical bands use actual/predicted annual finalist residual ratios; n=24.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Current finalist backtest error,current_basecase,2027,FY2027,6141.008454644322,-0.03672654000327722,-0.03451811916315908,0.0029096585416977794,0.00774403547464304,5929.032393024942,6158.876692349017,5915.470461974363,6188.56464196717,km/person,empirical_current_finalist_annual_backtest_error,data/dashboard_evidence_pack/data/annual_predictions.parquet; data/current_revenue_outlook/revenue_chart_rows.csv,PED__VNEXT_SOLVED_CONVEX_TOP2,annual_backtest_residuals_all_available_origins,PED finalist backtest residuals mapped directly to PED VKT per capita. Empirical bands use actual/predicted annual finalist residual ratios; n=24.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Current finalist backtest error,current_basecase,2028,FY2028,6138.046444659734,-0.03672654000327722,-0.03451811916315908,0.0029096585416977794,0.00774403547464304,5926.172626053964,6155.906063926777,5912.617236367965,6185.579694072186,km/person,empirical_current_finalist_annual_backtest_error,data/dashboard_evidence_pack/data/annual_predictions.parquet; data/current_revenue_outlook/revenue_chart_rows.csv,PED__VNEXT_SOLVED_CONVEX_TOP2,annual_backtest_residuals_all_available_origins,PED finalist backtest residuals mapped directly to PED VKT per capita. Empirical bands use actual/predicted annual finalist residual ratios; n=24.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Current finalist backtest error,current_basecase,2029,FY2029,6133.5092934732065,-0.03672654000327722,-0.03451811916315908,0.0029096585416977794,0.00774403547464304,5921.792088792755,6151.355711179544,5908.24671904599,6181.007407025915,km/person,empirical_current_finalist_annual_backtest_error,data/dashboard_evidence_pack/data/annual_predictions.parquet; data/current_revenue_outlook/revenue_chart_rows.csv,PED__VNEXT_SOLVED_CONVEX_TOP2,annual_backtest_residuals_all_available_origins,PED finalist backtest residuals mapped directly to PED VKT per capita. Empirical bands use actual/predicted annual finalist residual ratios; n=24.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Current finalist backtest error,current_basecase,2030,FY2030,6114.208933600386,-0.03672654000327722,-0.03451811916315908,0.0029096585416977794,0.00774403547464304,5903.157941041916,6131.999193849762,5889.655194612117,6161.557584481567,km/person,empirical_current_finalist_annual_backtest_error,data/dashboard_evidence_pack/data/annual_predictions.parquet; data/current_revenue_outlook/revenue_chart_rows.csv,PED__VNEXT_SOLVED_CONVEX_TOP2,annual_backtest_residuals_all_available_origins,PED finalist backtest residuals mapped directly to PED VKT per capita. Empirical bands use actual/predicted annual finalist residual ratios; n=24.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2026,FY2026,6169.513389534369,,,,,6169.2392325267765,6169.513389534369,6169.2392325267765,6169.513389534369,km/person,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet,PED__VNEXT_SOLVED_CONVEX_TOP2,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2027,FY2027,6141.008454644322,,,,,6138.803634393285,6141.008454644322,6138.803634393285,6141.008454644322,km/person,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet,PED__VNEXT_SOLVED_CONVEX_TOP2,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2028,FY2028,6138.046444659734,,,,,6132.178733998277,6138.046444659734,6132.178733998277,6138.046444659734,km/person,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet,PED__VNEXT_SOLVED_CONVEX_TOP2,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2029,FY2029,6133.5092934732065,,,,,6124.2876876223,6133.5092934732065,6124.2876876223,6133.5092934732065,km/person,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet,PED__VNEXT_SOLVED_CONVEX_TOP2,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2030,FY2030,6114.208933600386,,,,,6103.089432589002,6114.208933600386,6103.089432589002,6114.208933600386,km/person,scenario_spread_not_probabilistic,forecast_scenario_comparison.parquet,PED__VNEXT_SOLVED_CONVEX_TOP2,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,empirical_supported
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2031,FY2031,6113.39742210443,,,,,6100.072543068092,6113.39742210443,6100.072543068092,6113.39742210443,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__VNEXT_SOLVED_CONVEX_TOP2,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
ped_vkt_per_capita,PED VKT per capita,Scenario spread,current_basecase_vs_current_comparison_1,2032,FY2032,6105.330649957428,,,,,6088.113156088539,6105.330649957428,6088.113156088539,6105.330649957428,km/person,scenario_spread_not_probabilistic,post_model_extrapolation,PED__VNEXT_SOLVED_CONVEX_TOP2,future_june_year_base_vs_comparison,Base and comparison current-finalist values define a scenario spread; this is not probabilistic uncertainty.,Current planned path,long_run_scenario_envelope
