engine,FY,total_nltf_gap,activity_ped_gap,activity_light_ruc_conventional_gap,activity_light_bev_gap,activity_phev_gap,activity_heavy_ruc_gap,fixed_heavy_bev_gap,fixed_lpg_gap,fixed_cng_gap,fixed_fed_refunds_gap,fixed_ruc_admin_gap,fixed_ruc_refunds_gap,mvr_gap,tuc_gap,official_published_source_residual,current_ruc_closure_residual,net_fed_identity_residual,ruc_identity_residual,residual_closure_term,fixed_rows_zero_by_construction,notes
ensemble,2026,106.15441933995498,106.79489258575859,6.572848103281672,1.9650472230095204,0.5243593581362589,-9.704084415074703,0.0,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,0.0,-0.0013564848486566916,0.0,-4.092726157978177e-12,-7.105427357601002e-15,-7.958078640513122e-13,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2027,97.28521448281208,109.69592120621701,31.05386079155926,-2.3885946992946003,-0.8190355665465638,-39.62992522258696,0.0,0.0,0.0,0.0,0.0,0.0,-3.979039320256561e-13,0.0,0.6270120265480728,0.0,-4.547473508864641e-13,1.8829382497642655e-13,1.2676082405960187e-11,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2028,49.47654451881681,96.16622253941523,11.418555052850252,2.6081709754880364,0.4868730692721144,-60.73700344833287,0.0,0.0,0.0,0.0,0.0,0.0,-3.410605131648481e-13,0.0,0.46627366987195273,0.0,-5.002220859751105e-12,-3.623767952376511e-13,1.7053025658242404e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2029,13.263991395931043,85.09623864959894,-3.8087581370850785,11.784687236838096,2.9644539801411796,-82.40972928818064,0.0,0.0,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,0.0,0.36290104537465595,-4.547473508864641e-13,1.3642420526593924e-12,2.842170943040401e-14,-7.503331289626658e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2030,-27.88793850619004,73.76092457208551,-27.826619925310297,23.66275357586477,6.003962257812319,-103.10571222722206,0.0,0.0,0.0,0.0,0.0,0.0,-5.115907697472721e-13,0.0,0.38324675941657915,0.0,-8.185452315956354e-12,-7.105427357601002e-14,5.059064278611913e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2031,33.32287471510426,120.18921095678388,-28.765031012906093,29.740998454917587,7.48946303323352,-95.33176671692445,0.0,0.0,0.0,0.0,0.0,0.0,-8.526512829121202e-13,0.0,-5.4569682106375694e-12,4.547473508864641e-13,-2.2737367544323206e-12,-1.8474111129762605e-13,-2.7853275241795927e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2032,99.39060184544996,170.25404853357668,-29.450071610193163,36.81514382452855,8.888855434305796,-87.11737433677604,0.0,0.0,0.0,0.0,0.0,0.0,-2.8421709430404007e-13,0.0,-4.092726157978177e-12,4.547473508864641e-13,-3.183231456205249e-12,-4.263256414560601e-14,7.105427357601002e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2033,181.88142751113628,232.96921997883373,-29.68234078770365,45.71011238614244,10.459344336272949,-77.5749084024103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.002220859751105e-12,1.3642420526593924e-12,-4.547473508864641e-12,-2.5579538487363607e-13,-4.547473508864641e-13,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2034,284.2961671953326,306.58099456364516,-29.820393353748386,55.8564428963432,12.072846662600085,-60.39372357351181,0.0,0.0,0.0,0.0,0.0,0.0,-3.410605131648481e-13,0.0,-2.7284841053187847e-12,0.0,9.094947017729282e-13,-6.536993168992922e-13,1.7053025658242404e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2035,409.8641505141004,395.259021009796,-29.858200223939093,68.04531803020404,13.491436565155794,-37.0734248671215,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,-5.4569682106375694e-12,0.0,5.4569682106375694e-12,5.968558980384842e-13,-6.480149750132114e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2036,559.2484538547005,503.5369206903438,-29.964053247063248,83.34620828338348,15.064580423956812,-12.735202295920999,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,-1.8189894035458565e-12,0.0,-2.7284841053187847e-12,2.5579538487363607e-13,1.0231815394945443e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2037,733.445420154796,631.6729050858448,-29.928726666324565,100.95267759726244,16.532373119965825,14.216191018042537,0.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,1.8189894035458565e-12,-9.094947017729282e-13,1.3642420526593924e-12,3.979039320256561e-13,5.6843418860808015e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2038,939.7929323721128,783.3095831184469,-29.199215551971747,122.92793504857536,18.029537806218656,44.72509195085922,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,1.000444171950221e-11,9.094947017729282e-13,5.4569682106375694e-12,3.126388037344441e-13,-1.2278178473934531e-11,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2039,1174.630778373421,956.8613563224753,-28.056434269488136,147.8879868500626,18.732868747604954,79.20500072276855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-12,0.0,-2.2737367544323206e-12,-4.831690603168681e-13,5.002220859751105e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2040,1434.6311070409447,1149.0385135048305,-26.772949882728653,175.59930719215026,19.39653332831074,117.36970289837109,0.0,0.0,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0,-3.637978807091713e-12,-9.094947017729282e-13,-3.183231456205249e-12,3.410605131648481e-13,1.0913936421275139e-11,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2041,1716.1002498292746,1356.292876717629,-25.62606319114002,206.63595882899017,20.320221731253554,158.477255742544,0.0,0.0,0.0,0.0,0.0,0.0,6.821210263296962e-13,0.0,3.637978807091713e-12,0.0,-1.8189894035458565e-12,-3.410605131648481e-13,2.9558577807620168e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2042,2023.9522780471289,1588.2746415100628,-16.208695186880732,229.79770966959813,19.96559229225977,202.1230297620882,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0,2.7284841053187847e-12,0.0,-9.094947017729282e-13,-2.2737367544323206e-13,4.547473508864641e-12,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
ensemble,2043,2340.61566707382,1827.900575736845,-6.794051516797026,249.08118862879974,19.37707294058606,251.05088128442367,0.0,0.0,0.0,0.0,0.0,0.0,-1.7053025658242404e-13,0.0,-9.094947017729282e-12,9.094947017729282e-13,-5.002220859751105e-12,0.0,-4.229150363244116e-11,True,financial_decomposition_not_causal_attribution: official GDP/unemployment/price/judgment inputs are not supplied by the published vintage; no causal driver dollars are fabricated. See driver_availability_matrix.csv.
