FY,official_vintage,light_pool_million_km,prebu26_conventional_share,prebu26_bev_share,prebu26_phev_share,vfm_base_conventional_share,vfm_base_bev_share,vfm_base_phev_share,vfm_fast_conventional_share,vfm_fast_bev_share,vfm_fast_phev_share,vfm_slow_conventional_share,vfm_slow_bev_share,vfm_slow_phev_share,delta_vs_vfm_base_conventional,delta_vs_vfm_base_bev,delta_vs_vfm_base_phev,composition_refresh_candidate,notes
2001,PREBU26,5664.92423,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2002,PREBU26,6386.274088,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2003,PREBU26,6049.305779,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2004,PREBU26,6822.401291,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2005,PREBU26,7530.569661,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2006,PREBU26,7030.767248,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2007,PREBU26,7464.686295,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2008,PREBU26,7830.197444,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2009,PREBU26,7549.161403,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2010,PREBU26,7829.25488,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2011,PREBU26,7818.038709,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2012,PREBU26,7932.324522,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2013,PREBU26,8150.161816,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2014,PREBU26,8809.590297,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2015,PREBU26,9167.483044,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2016,PREBU26,9669.475028,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2017,PREBU26,10425.610839,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2018,PREBU26,11112.22716,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2019,PREBU26,11898.225208,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2020,PREBU26,11385.93681,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2021,PREBU26,11998.163013,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2022,PREBU26,12644.208208,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2023,PREBU26,13553.287615,1.0,0.0,0.0,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2024,PREBU26,10964.011820000002,0.9445037846557155,0.037716011054063234,0.017780204290221202,,,,,,,,,,,,,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2025,PREBU26,13529.742736,0.907185311021571,0.06065462182192376,0.032160067156505316,0.892358,0.072132,0.03551,0.886565,0.074746,0.038689,0.901566,0.064852,0.033583,0.014827311021570977,-0.011477378178076245,-0.0033499328434946837,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2026,PREBU26,14268.471420000002,0.8753209632177964,0.08249650374952357,0.04218253303267996,0.871553,0.0843,0.044146,0.860699,0.088718,0.050583,0.887705,0.072452,0.039843,0.0037679632177963773,-0.001803496250476433,-0.0019634669673200406,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2027,PREBU26,15110.839851795825,0.8414506691712308,0.10326147969715399,0.05528785113161507,0.843887,0.100828,0.055284,0.825712,0.108262,0.066026,0.869223,0.082746,0.048031,-0.002436330828769262,0.0024334796971539896,3.8511316150721675e-06,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2028,PREBU26,16353.274833116699,0.8135737908208159,0.12073487181570872,0.06569133736347534,0.809462,0.122362,0.068176,0.783022,0.134209,0.082769,0.844429,0.097848,0.057723,0.004111790820815919,-0.0016271281842912821,-0.002484662636524665,False,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2029,PREBU26,17711.4780985368,0.7838879356408365,0.14021170523425924,0.07590035912490428,0.771248,0.14713,0.081621,0.736682,0.164417,0.098901,0.814749,0.116915,0.068336,0.01263993564083643,-0.006918294765740768,-0.005720640875095717,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2030,PREBU26,19113.5668557083,0.7551745446106328,0.15962539343461005,0.08520006195475714,0.732447,0.172989,0.094564,0.690103,0.196166,0.113731,0.783782,0.13728,0.078938,0.022727544610632866,-0.013363606565389957,-0.009363938045242853,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2031,PREBU26,20567.01706217751,0.7285554520248335,0.1785112339480551,0.09293331402711136,0.694056,0.199459,0.106485,0.644526,0.228373,0.127101,0.753142,0.157968,0.08889,0.03449945202483351,-0.0209477660519449,-0.013551685972888639,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2032,PREBU26,21345.43388608799,0.6918742818416337,0.2044906717270168,0.1036350464313495,0.655046,0.227075,0.117879,0.599059,0.261642,0.1393,0.722167,0.179424,0.098409,0.03682828184163367,-0.022584328272983206,-0.014243953568650491,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2033,PREBU26,22173.17852920951,0.6537948787266684,0.232675076606885,0.11353004466644659,0.614952,0.256837,0.12821,0.553243,0.297176,0.149581,0.690293,0.202578,0.107129,0.03884287872666836,-0.024161923393114987,-0.014679955333553402,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2034,PREBU26,23127.93532135947,0.6133359075350825,0.2647687664345161,0.12189532603040146,0.573192,0.290136,0.136672,0.506409,0.336032,0.157559,0.656578,0.228937,0.114485,0.04014390753508246,-0.025367233565483926,-0.01477667396959853,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2035,PREBU26,24227.45324091467,0.5710115750804525,0.3007938781828966,0.1281945467366509,0.530272,0.327151,0.142577,0.459004,0.378044,0.162952,0.621051,0.258895,0.120054,0.04073957508045256,-0.026357121817103424,-0.01438245326334911,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2036,PREBU26,25439.267100036002,0.5286023048785776,0.3402931923000922,0.1311045028213301,0.48761,0.36751,0.14488,0.4129,0.422558,0.164542,0.584361,0.292092,0.123547,0.040992304878577634,-0.027216807699907808,-0.01377549717866991,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2037,PREBU26,26786.098829961622,0.4857854960982478,0.3834049826327963,0.13080952126895593,0.445254,0.411012,0.143734,0.369239,0.469003,0.161759,0.546232,0.32875,0.125018,0.0405314960982478,-0.027607017367203668,-0.012924478731044076,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
2038,PREBU26,28254.219188098778,0.4428671828921204,0.4288860385563289,0.12824677855155076,0.403268,0.45657,0.140162,0.328226,0.515715,0.156059,0.506345,0.369131,0.124524,0.03959918289212039,-0.02768396144367108,-0.011915221448449254,True,OPT-IN CANDIDATE ONLY: this audit surfaces the official vintage's embedded Light-RUC class mix against the exact-VFM shares. The Current model composition is UNCHANGED pending separate approval; nothing in this artifact alters any runtime pack.
