artifact,location,status,reason,superseded_by
outputs/mbu26_reconciliation/MIGRATION_SEMANTICS_FINDING.md,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/bridge_formula_reconciliation.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/driver_vintage_matrix.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_bridge_context.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_bridge_factors.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_class_activity_bridge.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_gap_by_stream_fy.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_gap_driver_decomposition.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_gap_financial_decomposition.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_ped_bridge_decomposition.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_population_counterfactual.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_reconciliation_report.md,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
outputs/mbu26_reconciliation/mbu26_ruc_bridge_decomposition.csv,branch review/workstream-a-mbu26-reconciliation (unmerged),superseded_by_corrected_reconciliation,Computed on the retired lambda migration architecture before the P0 conventional-anchor correction (merged at f8719f3); its gap attribution mixes the model gap with the later-removed allocation defect.,artifacts/mbu26_reconciliation_corrected/
